,,2011 and Later PHEVs - data in EPA's Verify data base - plus driving range & utility factor information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,(Non-blended PHEV; tested in the (default) Comfort mode---not the ECO PRO or ECO PRO+ modes),,,,,,,,36,33,35,49.2,48.4,48.8368,36.1399,33.4036,34.8551,,NA,Naturally Aspirated,A,Automatic,,1,N,N,R,"2-Wheel Drive, Rear",10,,80,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,84,15,,,650,650,118,103,111,168.8,147,158.004,118.125,102.6157,110.6026,97,EL,Electricity,MPG,miles per gallon,650,,,,650,PHEV; 94 Amp-hour battery,2,2,3,Subcompact Cars,car,Plug-in Hybrid Label,9/1/16,20890,,,N,,,N,N,,N,,N,,N,,Battery(s),,8,Lithium Ion,,398,94,109.4,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,,1,AC Induction,,125,,,MFI,Multipoint/sequential fuel injection,N,Y,N,5W30,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,48.8,,,10,10,,HBMXV00.6I3R,8,,,,,,,,,,,,,,,3750,,246,266,255,29,5,,180,95,81,88,26,33,29,All Electric Range = 97 miles (combined),,,0.896,0.877,0.888,,,,2.3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,,, ,2017 BMW I8 (PHEV),,,,,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,2017 BMW I8 (PHEV),,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,BMW,BMW,I8,BMX,108,1.5,3,Auto(A6),28,29,28,38.4,46.4,41.6299,28.1135,28.8888,28.4624,,TC,Turbocharged,A,Automatic,,6,Y,N,A,All Wheel Drive,10,,316,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,5,,,,,1250,1250,45,41,43,29.6,38.2,33.478,44.9428,41.2881,43.2982,15,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1250,,,,1250,SIDI; PHEV; ,2,2,3,Subcompact Cars,car,Plug-in Hybrid Label,9/1/16,20892,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,Battery(s),,6,Lithium Ion,,355,20,71.7,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,AC Induction,,96,,,GDI,Spark Ignition Direct Injection,N,Y,N,0W20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,37.4,,,8,10,,HBMXV01.5I8P,6,,,,,,,,,,,,,,,750,,0,14,6,199,2,,330,37,38,37,202,195,199,14.73,15.43,15,0.368,0.381,0.374,0,0.2,0.1,11.1,,,,,,,,,,,,,,,,,,,,,
,2017,,"(Blended PHEV; tested in the (default) ""D"" mode---not the ""Sport"" mode)",,,,,,,28,29,28,38.4,46.4,41.6299,28.1135,28.8888,28.4624,,TC,Turbocharged,A,Automatic,,6,Y,N,A,All Wheel Drive,10,,316,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,5,,,,,1250,1250,80,72,76,113.7,103,108.822,79.5972,72.3731,76.1755,15,EL,Electricity,MPG,miles per gallon,1250,,,,1250,SIDI; PHEV; ,2,2,3,Subcompact Cars,car,Plug-in Hybrid Label,9/1/16,20892,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,Battery(s),,6,Lithium Ion,,355,20,71.7,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,AC Induction,,96,,,GDI,Spark Ignition Direct Injection,N,Y,N,0W20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,37.4,,,8,10,,HBMXV01.5I8P,6,,,,,,,,,,,,,,,750,,316,308,312,199,2,,330,37,38,37,202,195,199,All Electric Range = 0-14 miles (combined),,,0.368,0.381,0.374,,,,11.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,, ,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,2017 BMW X5 xDrive40e (PHEV),,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,BMW,BMW,X5 xDrive40e,BMX,576,2.0,4,Auto(S8),23,25,24,29.4,37.8484,33.2018,22.962,24.8488,23.8111,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,521,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1550,1550,62,57,59,43.1,39.6,41.6,61.611,56.6119,59.3614,14,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1550,,,,1550,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,8/30/16,20891,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,Battery(s),,6,Lithium Ion,,355,26,80,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,83,,,GDI,Spark Ignition Direct Injection,N,Y,N,0W20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-3C,Charge Sustaining 3-cycle,,,43.8,,,7,8,,HBMXT02.0H20,6,,,,,,,,,,,,,,,,750,0,0,0,248,3,,540,28,31,29,259.6,233.2,248,13.17,13.95,14,0.338,0.353,0.345,4.4,4.0,4.2,21.9,,,,,,,,,,,,,,,,,,,,,
,2017,(Blended PHEV; tested in the (default) Comfort Auto eDrive mode---not the Sport or ECO PRO modes),,,,,,,,23,25,24,29.4,37.8484,33.2018,22.962,24.8488,23.8111,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,521,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1550,1550,55,57,56,78.6,81.9,80,55.038,57.3002,56.0335,14,EL,Electricity,MPG,miles per gallon,1550,,,,1550,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,8/30/16,20891,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,Battery(s),,6,Lithium Ion,,355,26,80,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,AC Induction,,83,,,GDI,Spark Ignition Direct Injection,N,Y,N,0W20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-3C,Charge Sustaining 3-cycle,,,43.8,,,7,8,,HBMXT02.0H20,6,,,,,,,,,,,,,,,,750,385,358,373,248,3,,540,28,31,29,259.6,233.2,248,All Electric Range = 0-13 miles (combined),,,0.338,0.353,0.345,,,,21.9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,,, ,2017 Chevrolet Volt,,,,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,2017 Chevrolet Volt,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,General Motors,Chevrolet,VOLT,GMX,1,1.5,4,Auto(AV),43,42,42,58.7,61.1,59.7562,42.6,41.8,42.2,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,Y,N,F,"2-Wheel Drive, Front",10,,367,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,90,19,650,650,29,34,31,20.6,23.6,22.0,29.4,33.9,31,53,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,650,,,,650,SIDI; PHEV; ,2,2,4,Compact Cars,car,Plug-in Hybrid Label,3/15/16,19544,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,Battery(s),,1,Lithium Ion,,337,52,100.5,Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,"Motor Power Rating:  Motor A = 40 kW Continuous, Motor B = 75 kW Continuous, Peak Power = 111 kW",2,Other,3 Phase AC Permenant Magnet,48 and 87,,,GDI,Spark Ignition Direct Injection,N,Y,N,5W30,Y,Yes,Volt,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,60.1,,,10,10,,HGMXV01.5030,8,,,HGMXV01.5020,5,,,,,,,,,,,3750,,0,0,0,51,4.5,,420,82,72,77,47,57,51,56.77,48.86,53,0.778,0.737,0.761,0,0,0,8.9,,,,,,,,,,,,,,,,,,,,,
,,(Non-blended PHEV; tested in the normal (default) mode---not the sport or mountain modes),,,,,,,,43,42,42,58.7,61.1,59.7562,42.6,41.8,42.2,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,Y,N,F,"2-Wheel Drive, Front",10,,367,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,90,19,650,650,113,99,106,162.1,141.1,151.925,113,99,106,53,EL,Electricity,MPG,miles per gallon,650,,,,650,SIDI; PHEV; ,2,2,4,Compact Cars,car,Plug-in Hybrid Label,3/15/16,19544,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,Battery(s),,1,Lithium Ion,,337,52,100.5,Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,"Motor Power Rating:  Motor A = 40 kW Continuous, Motor B = 75 kW Continuous, Peak Power = 111 kW",2,Other,3 Phase AC Permenant Magnet,48 and 87,,,GDI,Spark Ignition Direct Injection,N,Y,N,5W30,Y,Yes,Volt,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,60.1,,,10,10,,HGMXV01.5030,8,,,HGMXV01.5020,5,,,,,,,,,,,3750,,207,213,210,51,4.5,,420,82,72,77,47,57,51,All Electric Range = 53 miles (combined),,,0.778,0.737,0.761,,,,8.9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,, ,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,2017 Chrysler Pacifica Hybrid (PHEV),,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,FCA US LLC,Chrysler,Pacifica Hybrid,CRX,539,3.6,6,Auto(AV),32,33,32,47.2789,46.8000,47.0622,32.0636,32.6238,32.3133,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",10,,533,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,900,900,38,43,40,26.4,29.8,27.959,37.8452,42.7406,40.0481,33,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,900,,,,900,PHEV; ,2,2,20,"Special Purpose Vehicle, minivan 2WD",1,Plug-in Hybrid Label,11/28/16,21286,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,Battery(s),,1,Lithium Ion,,360,47.00,95.9,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,2,AC Induction,,65 and 102,,,MFI,Multipoint/sequential fuel injection,N,N,N,5W20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,10,10,,HCRXT03.65P0,8,,,,,,,,,,,,,,,2500,,0,0,0,106,2.00,,570,54,49,52,100,114,106,35.51,29.98,33,0.64,0.586,0.617,0,0,0,16.5,,,,,,,,,,,,,,,,,,,,,
,2017,,(Blended PHEV),,,,,,,32,33,32,47.2789,46.8000,47.0622,32.0636,32.6238,32.3133,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",10,,533,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,900,900,89,78,84,127.4,112,120.061,89.2017,78.4935,84.0424,33,EL,Electricity,MPG,miles per gallon,900,,,,900,PHEV; ,2,2,20,"Special Purpose Vehicle, minivan 2WD",1,Plug-in Hybrid Label,11/28/16,21286,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,Battery(s),,1,Lithium Ion,,360,47.00,95.9,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,2,AC Induction,,65 and 102,,,MFI,Multipoint/sequential fuel injection,N,N,N,5W20,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,,,,10,10,10,HCRXT03.65P0,8,,,,,,,,,,,,,,,2500,,276,273,274,106,2.00,,570,54,49,52,100,114,106,All Electric Range = 0-33 miles (combined),,,0.64,0.586,0.617,,,,16.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,, ,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,2017 Ford C-Max Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,Ford Motor Company,Ford,C-MAX Energi Plug-In Hybrid FWD,FMX,264,2.0,4,Auto(AV),41,38,39,56.5,56,56.2739,40.6112,38.0126,39.3992,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",15,,546,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,100,19,,,800,800,33,38,35,22.8,26.7,24.548,32.525,38.2613,35.1064,20,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,800,,,,,PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,12/2/16,21308,,Y,N,,,N,N,2017MY PHEV Fusion,N,NO,Y,Hydraulic actuated Variable Cam Timing,N,NO,Battery(s),,1,Lithium Ion,,308,24.5,61.5,Both On-Board and Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,68,,,MFI,,N,Y,N,"0W-20, GF-5",Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,85,,,10,10,,HFMXV02.0VZQ,8,,,,,,,,,,,,,,,3000,,0,0,0,122,2.5,,570,57,50,54,113,134,122,21.84,18.41,20,0.484,0.432,0.461,0,0,0,14.0,,,,,,,,,,,,,,,,,,,,,
,,,,(Blended PHEV),,,,,,41,38,39,56.5,56,56.2739,40.6112,38.0126,39.3992,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",15,,546,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,100,19,,,800,800,104,87,95,148.1,124.2,136.276,103.6744,86.922,95.4005,20,EL,Electricity,MPG,miles per gallon,800,,,,,PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,12/2/16,21308,,Y,N,,,N,N,2017MY PHEV Fusion,N,NO,Y,Hydraulic actuated Variable Cam Timing,N,NO,Battery(s),,1,Lithium Ion,,308,24.5,61.5,Both On-Board and Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,68,,,MFI,Multipoint/sequential fuel injection,N,Y,N,"0W-20, GF-5",Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,85,,,10,10,,HFMXV02.0VZQ,8,,,,,,,,,,,,,,,3000,,217,233,224,122,2.5,,570,57,50,54,113,134,122,All Electric Range = 0-20 miles (combined),,,0.484,0.432,0.461,,,,14.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,, ,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,2017 Ford Fusion Energi Plug-in Hybrid FWD,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,Ford Motor Company,Ford,FUSION Energi Plug-in Hybrid FWD,FMX,12,2.0,4,Auto(AV),43,41,42,59.8,61.3,60.4658,42.5701,41.1379,41.9135,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",15,,588,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,103,8,,,800,800,33,37,35,22.8,26,24.24,32.5714,37.1429,34.6286,22,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,800,,,,800,PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,4/14/16,19663,,N,N,,,N,N,2017MY PHEV Fusion,N,NO,Y,Hydraulic actuated Variable Cam Timing,N,NO,Battery(s),,1,Lithium Ion,,308,24.5,61.5,Both On-Board and Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,68,,,MFI,Multipoint/sequential fuel injection,N,Y,N,"0W-20, GF-5",Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,91,,,10,10,,HFMXV02.0VZQ,8,,,,,,,,,,,,,,,3000,,0,0,0,112,2.5,,610,60,54,57,105.3,119.2,112,22.83,19.96,22,0.498,0.456,0.480,0,0,0,14.0,,,,,,,,,,,,,,,,,,,,,
,(Blended PHEV; Voluntarily increased annual fuel cost & charge depleting city/hwy/combined energy consumption),,,,,,,,,43,41,42,59.8,61.3,60.4658,42.5701,41.1379,41.9135,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",15,,588,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,103,8,,,800,800,104,91,97,148,129.7,139.1641,103.6,90.79,97.4149,22,EL,Electricity,MPG,miles per gallon,800,,,,800,PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,4/14/16,19663,,N,N,,,N,N,2017MY PHEV Fusion,N,NO,Y,Hydraulic actuated Variable Cam Timing,N,NO,Battery(s),,1,Lithium Ion,,308,24.5,61.5,Both On-Board and Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,68,,,MFI,Multipoint/sequential fuel injection,N,Y,N,"0W-20, GF-5",Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,91,,,10,10,,HFMXV02.0VZQ,8,,,,,,,,,,,,,,,3000,,208,216,212,112,2.5,,610,60,54,57,105.3,119.2,112,All Electric Range = 0-21 miles (combined),,,0.498,0.456,0.480,,,,14.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,, ,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,2017 Hyundai Sonata Plug-in Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,
