,,2011 and Later PHEVs - data in EPA's Verify data base - plus driving range & utility factor information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,Hyundai,HYUNDAI MOTOR COMPANY,Sonata plug-in hybrid,HYX,42,2.0,4,Auto(AM6),38,40,39,51.9,58.6,54.7151,37.8163,39.5547,38.5993,,NA,Naturally Aspirated,AM,Automated Manual,,6,N,N,F,"2-Wheel Drive, Front",15,,560,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,10,,,800,800,34,34,34,23.8,24.1,23.953,33.7,34.4,34,27,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,800,,,,800,SIDI; PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,7/4/16,20738,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,Battery(s),,1,Lithium Ion,,360,27.2,75,Both On-Board and Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,Other,IPMSM,50,,,GDI,Spark Ignition Direct Injection,N,Y,N,SAE 5W-20 GF4,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,55.2,,,10,10,,HHYXV02.0A2P,8,,,,,,,,,,,,,,,3000,,0,0,0,104,2.7,,590,57,59,58,106,101,104,27.46,27.17,27,0.557,0.554,0.556,0,0,0,14.5,,,,,,,,,,,,,,,,,,,,,
,(Blended PHEV; tested in the Eco (default) mode),,,,,,,,,38,40,39,51.9,58.6,54.7151,37.8163,39.5547,38.5993,,NA,Naturally Aspirated,AM,Automated Manual,,6,N,N,F,"2-Wheel Drive, Front",15,,560,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,106,10,,,800,800,99,98,99,141.3,140,140.631,99.1,97.9,98.5254,27,EL,Electricity,MPG,miles per gallon,800,,,,800,SIDI; PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,7/4/16,20738,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,Battery(s),,1,Lithium Ion,,360,27.2,75,Both On-Board and Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,Other,IPMSM,50,,,GDI,Spark Ignition Direct Injection,N,Y,N,SAE 5W-20 GF4,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,55.2,,,10,10,10,HHYXV02.0A2P,8,,,,,,,,,,,,,,,3000,,236,225,231,104,2.7,,590,57,59,58,106,101,104,All Electric Range = 0-27 miles (combined),,,0.557,0.554,0.556,,,,14.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,, ,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,2017 Kia Optima Plug-in Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,Kia,KIA MOTORS CORPORATION,Optima plug-in hybrid,KMX,25,2.0,4,Auto(AM6),38,43,40,54.2,60.4,56.8249,37.8532,42.8521,39.9504,,NA,Naturally Aspirated,AM,Automated Manual,,6,N,N,F,"2-Wheel Drive, Front",15,,581,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,10,,,750,750,33,32,33,23,22.8,22.907,32.942,32.4472,32.7194,29,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,750,,,,750,SIDI; PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,8/15/16,20739,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,Battery(s),,1,Lithium Ion,,360,27.2,75,Both On-Board and Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,Other,IPMSM,50,,,GDI,Spark Ignition Direct Injection,N,Y,N,SAE 5W-20 GF4,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,57.2,,,10,10,,HHYXV02.0A2P,8,,,,,,,,,,,,,,,3250,,0,0,0,97,2.7,,610,58,65,61,103.5,88.3,97,28.41,29.13,29,0.568,0.576,0.572,0,0,0,14.5,,,,,,,,,,,,,,,,,,,,,
,(Blended PHEV; tested in the Eco (default) mode),,,,,,,,,38,43,40,54.2,60.4,56.8249,37.8532,42.8521,39.9504,,NA,Naturally Aspirated,AM,Automated Manual,,6,N,N,F,"2-Wheel Drive, Front",15,,581,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,105,10,,,750,750,103,104,103,146.4,149,147.545,102.517,104.2785,103.3022,29,EL,Electricity,MPG,miles per gallon,750,,,,750,SIDI; PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,8/15/16,20739,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,Battery(s),,1,Lithium Ion,,360,27.2,75,Both On-Board and Off-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,1,Other,IPMSM,50,,,GDI,Spark Ignition Direct Injection,N,Y,N,SAE 5W-20 GF4,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,57.2,,,10,10,,HHYXV02.0A2P,8,,,,,,,,,,,,,,,3250,,235,208,223,97,2.7,,610,58,65,61,103.5,88.3,97,All Electric Range = 0-29 miles (combined),,,0.568,0.576,0.572,,,,14.5,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,, ,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,2017 Mercedes GLE 550e 4MATIC (PHEV),,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,Mercedes-Benz,Mercedes-Benz,GLE 550e 4MATIC,MBX,333,3.0,6,Auto(A7),20,23,21,26.9,32.3,29.0884,19.8643,22.883,21.1179,,TC,Turbocharged,A,Automatic,,7,Y,N,4,4-Wheel Drive,10,,445,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,T,Truck,,,,,,,1850,1850,69,68,69,49.7,50.8,50.175,69.0076,68.2903,68.6848,12,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1850,,,,1850,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,11/8/16,21203,,,N,,,N,N,329 hp (combustion only); System power/torque: 436hp / 650Nm,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,Battery(s),,3,Lithium Ion,,396,22,76.3,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,"DC Permanent Magnet, brushless",,85,,,GDI,Spark Ignition Direct Injection,N,Y,N,5W30 / 225.10,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,29.3,,,5,7,,HMBXT03.0HY1,6,,,,,,,,,,,,,,,,2250,54,0,29,296,1.9,,460,24,27,25,312.5,274.8,296,11.96,11.38,12,0.313,0.301,0.308,0.6,0,0.3,21.1,,,,,,,,,,,,,,,,,,,,,
,"[Blended PHEV; tested in the Hybrid Comfort (default) mode with regeneration; (not the E-mode, E-Save, Charge, Sport or Slippery modes)]",,,,,,,,,20,23,21,26.9,32.3,29.0884,19.8643,22.883,21.1179,,TC,Turbocharged,A,Automatic,,7,Y,N,4,4-Wheel Drive,10,,445,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,T,Truck,,,,,,,1850,1850,38,50,43,52.1,71,59.372,37.95,50.0324,42.5769,12,EL,Electricity,MPG,miles per gallon,1850,,,,1850,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,11/8/16,21203,,,N,,,N,N,329 hp (combustion only); System power/torque: 436hp / 650Nm,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,Battery(s),,3,Lithium Ion,,396,22,76.3,On-Board,,,Electrical Regen Brake,,Both,N,,,,,1,"DC Permanent Magnet, brushless",,85,,,GDI,Spark Ignition Direct Injection,N,Y,N,5W30 / 225.10,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,29.3,,,5,7,10,HMBXT03.0HY1,6,,,,,,,,,,,,,,,,2250,444,385,417,296,1.9,,460,24,27,25,312.5,274.8,296,All Electric Range = 0-10 miles (combined),,,0.313,0.301,0.308,,,,21.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,, ,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,2017 Mercedes S 550 e (PHEV),,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,Mercedes-Benz,Mercedes-Benz,S 550e,MBX,201,3.0,6,Auto(A7),24,30,26,30.2,42.3,34.7,23.5,29.6,25.9,,TC,Turbocharged,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",10,,436,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,112,9,,,1450,1450,63,54,59,44.5,44.8,44.626,63.3548,53.8353,59.0713,14,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1450,,,,,SIDI; PHEV; ,2,2,6,Large Cars,car,Plug-in Hybrid Label,11/8/16,21283,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,Battery(s),,3,Lithium Ion,,396,22,76.3,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,85,,,GDI,Spark Ignition Direct Injection,N,Y,N,5W30 / 225.10,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,34.9,,,7,9,,HMBXV03.0HY1,6,,,,,,,,,,,,,,,,250,0,0,0,229,1.9,,450,28,36,31,255.7,196,229,13.08,14.87,14,0.336,0.37,0.352,0,0,0,16.6,,,,,,,,,,,,,,,,,,,,,
, ,,(Blended PHEV; tested in the Hybrid E (Economy) mode),,,,,,,24,30,26,30.2,42.3,34.7,23.5,29.6,25.9,,TC,Turbocharged,A,Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",10,,436,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,112,9,,,1450,1450,54,63,58,75.8,90,81.451,53.924,62.7941,57.5844,14,EL,Electricity,MPG,miles per gallon,1450,,,,,SIDI; PHEV; ,2,2,6,Large Cars,car,Plug-in Hybrid Label,11/8/16,21283,,,N,,,N,N,,N,,Y,Allows timing of the intake / exhaust valves to be changed while the engine is in operation,N,,Battery(s),,3,Lithium Ion,,396,22,76.3,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,,1,"DC Permanent Magnet, brushless",,85,,,GDI,Spark Ignition Direct Injection,N,Y,N,5W30 / 225.10,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,34.9,,,7,9,,HMBXV03.0HY1,6,,,,,,,,,,,,,,,,250,379,302,344,229,1.9,,450,28,36,31,255.7,196,229,All Electric Range = 0-12 miles (combined),,,0.336,0.37,0.352,,,,16.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,, ,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,2017 Porsche Cayenne S e-Hybrid (PHEV),,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,Porsche,Porsche,Cayenne S e-Hybrid,PRX,441,3.0,6,Auto(AM8),21,24,22,26.3,33.5,29.116,20.8,24.1,22.1658,,SC,Supercharged,AM,Automated Manual,,8,Y,N,A,All Wheel Drive,10,,470,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1700,1700,71,71,71,50.8,50.7,50.755,71.1204,71.1342,71.1266,14,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1700,,,,1700,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,6/27/16,20410,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,Battery(s),,1,Lithium Ion,,471,75,67.1,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,N,,,,,1,DC Brushless,,70,,,GDI,Spark Ignition Direct Injection,N,Y,N,0W40,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,29.7,,,6,8,,HPRXT03.0PHV,6,,,,,,,,,,,,,,,,1500,0,0,0,258,3,,480,25,29,27,277,234,258,14.62,13.92,14,0.371,0.361,0.366,0,0,0,21.1,,,,,,,,,,,,,,,,,,,,,
,(Non-blended PHEV; tested in the (default) E-Power mode---not the E-Charge mode or the Sport modes),,,,,,,,,21,24,22,26.3,33.5,29.116,20.8,24.1,22.1658,,SC,Supercharged,AM,Automated Manual,,8,Y,N,A,All Wheel Drive,10,,470,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,T,Truck,,,,,,,1700,1700,47,45,46,65.5,66.2,65.815,47.0475,44.9855,46.0967,14,EL,Electricity,MPG,miles per gallon,1700,,,,1700,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,6/27/16,20410,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,Battery(s),,1,Lithium Ion,,471,75,67.1,Both On-Board and Off-Board,,,Electrical Regen Brake,,Both,N,,,,,1,DC Brushless,,70,,,GDI,Spark Ignition Direct Injection,N,Y,N,0W40,Y,Yes,,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,29.7,,,6,8,10,HPRXT03.0PHV,6,,,,,,,,,,,,,,,,1500,425,367,399,258,3,,490,25,29,27,277,234,258,All Electric Range = 14 miles (combined),,,0.371,0.361,0.366,,,,21.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,,,,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,,,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,, ,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,,,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,,,,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,,,,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,, ,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,2017 Toyota Prius Prime (PHEV),,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,Toyota,TOYOTA,Prius Prime,TYX,108,1.8,4,Auto(AV),55,53,54,78.8197,73.6525,76.4075,55.2206,53,54.4329,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",15,,618,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,91,20,600,600,23,28,25,16.262,19.517,17.7268,23.4954,27.9181,25.4856,25,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,600,,,,,PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,12/1/16,21331,,N,N,,,N,N,,N,,Y,Intake,N,,Battery(s),,1,Lithium Ion,,352,25,128.5,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,2,AC Induction,,16 and 37,,,MFI,Multipoint/sequential fuel injection,N,Y,N,0W-20,Y,Yes,PHEV,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,77.2,,,10,10,10,HTYXV01.8P35,8,,,,,,,,,,,,,,,4000,,0,0,0,78,2,,640,83,73,78,72.1,85.7,78,27.10,22.82,25,0.553,0.498,0.529,0,0,0,11.4,,,,,,,,,,,,,,,,,,,,,
,"(Blended PHEV; all values are average of Eco, Normal & Power modes; voluntarily lowered charge sustaining hwy mpg & increased charge sustaining hwy CO2)",,,,,,,,,55,53,54,78.8197,73.6525,76.4075,55.2206,53,54.4329,,NA,Naturally Aspirated,CVT,Continuously Variable,,1,N,N,F,"2-Wheel Drive, Front",15,,618,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,91,20,600,600,145,121,133,207.2622,173.1436,190.3803,145.0835,121.2005,133.2662,25,EL,Electricity,MPG,miles per gallon,600,,,,,PHEV; ,2,2,5,Midsize Cars,car,Plug-in Hybrid Label,12/1/16,21331,,N,N,,,N,N,,N,,Y,Intake,N,,Battery(s),,1,Lithium Ion,,352,25,128.5,On-Board,,,Electrical Regen Brake,,Front Wheels,N,,,,,2,AC Induction,,16 and 37,,,MFI,Multipoint/sequential fuel injection,N,Y,N,0W-20,Y,Yes,PHEV,CD-2C,Charge Depleting 2-cycle,CS-5C,Charge Sustaining 5-cycle,,,77.2,,,10,10,,HTYXV01.8P35,8,,,,,,,,,,,,,,,4000,,159,167,78,78,2,,640,83,73,78,72.1,85.7,78,All Electric Range = 0-25 miles (combined),,,0.553,0.498,0.529,,,,11.4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,,,,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,,,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,, ,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,,,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,,,,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,,,,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,, ,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,2017 Volvo XC90 AWD (PHEV),,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,VVX,54,2.0,4,Auto(S8),24,27,25,30.4711,38.1739,33.5142,23.7174,26.953,25.0718,,TS,Turbocharged+Supercharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,332,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,T,Truck,,,,,,,1500,1500,60,60,60,41,52.6,46.217,57.6748,57.9184,57.7844,14,EL,Electricity,KW-HR/100Miles,kilowatt-hour per 100 miles,1500,,,,1500,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,6/16/16,20551,,Y,N,,,N,N,"New gasoline/electric hybrid engine, durability and EDV. All variants/models are AWD.",N,,Y,Timing on both intake and exhaust sides.,N,N/A,Battery(s),,1,Lithium Ion,,360,18,54.9,Both On-Board and Off-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,,2,"DC Permanent Magnet, brushless",,34 and 65,,,GDI,Spark Ignition Direct Injection,N,Y,N,5W-30/ACEA a5b5,Y,Yes,Blank,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,33.5,,,7,8,,HVVXT02.0P3T,8,,,,,,,,,,,,,,,,500,0,0,238,238,3,,350,29,32,30,251,221,238,13.84,13.30,14,0.351,0.340,0.346,0.09802,0.09993,0.09888,13.2,,,,,,,,,,,,,,,,,,,,,
,(Blended PHEV; Decreased CD mpge values by voluntarily adding gasoline consumed during CD operation.) ,,,,,,,,,24,27,25,30.4711,38.1739,33.5142,23.7174,26.953,25.0718,,TS,Turbocharged+Supercharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,332,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,T,Truck,,,,,,,1500,1500,53,55,54,82.2,82,82.073,58.5962,57.33,58.0196,14,EL,Electricity,MPG,miles per gallon,1500,,,,1500,SIDI; PHEV; ,2,2,33,Standard SUV 4WD,,Plug-in Hybrid Label,6/16/16,20551,,Y,N,,,N,N,"New gasoline/electric hybrid engine, durability and EDV. All variants/models are AWD.",N,,Y,Timing on both intake and exhaust sides.,N,N/A,Battery(s),,1,Lithium Ion,,360,18,54.9,Both On-Board and Off-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,,2,"DC Permanent Magnet, brushless",,34 and 65,,,GDI,Spark Ignition Direct Injection,N,Y,N,5W-30/ACEA a5b5,Y,Yes,Blank,CD-2C,Charge Depleting 2-cycle,CS-2C,Charge Sustaining 2-cycle,,,33.5,,,7,8,,HVVXT02.0P3T,8,,,,,,,,,,,,,,,,500,375,330,238,238,3,,350,29,32,30,251,221,238,All Electric Range = 0-14 miles (combined),,,0.351,0.340,0.346,(Voluntarily added CD fuel consumption),,,13.2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,(Sorted by Division Name),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,